Respondent_Serial,brand,OSAT,Food looks appetizing,Has food that tastes good,Has food I crave,Provides the right proportions of ingredients,Has a wide variety of menu options,Offers healthy/better-for-you menu options,Is making changes to improve their food,"Has a unique, distinctive approach that makes food better",Has a wide range of ingredients,Portions are the right size for my appetite,Has good environmental/sustainability practices,Is worth the price,Is something I can afford to eat regularly,Is competitively priced,Is a good value for the money,Has enticing promotional offers,Has a good loyalty program,Employees show care for my food/order,Provides fast service,Ordering is simple and easy,Employees are friendly and engaging,Level of visibility of my food being made,I’m able to make my order exactly how I would like it,Provides a consistent experience,Integrates technology into its ordering process,Food is easy to eat on-the-go,I can easily order for delivery to a location convenient to me,Food prep area is clean and organized,Restaurant is clean,Environment is warm and inviting,Decor is current and modern,Restaurant environment is designed for someone like me,Restaurant has curb appeal,Ingredients are fresh,Ingredients are high quality,Offers good quality meats,Offers good quality veggies and toppings,Uses freshly baked bread,They make me feel valued,Place I am happy to be seen
5036,Chipotle,5,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,1.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
5036,Panera,7,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,1.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
5037,Subway,7,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
5037,Panera,7,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
5041,Firehouse Subs,5,6.0,6.0,5.0,5.0,6.0,6.0,5.0,5.0,6.0,5.0,6.0,4.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,6.0,6.0,5.0,6.0,5.0,5.0,5.0,5.0,5.0,6.0,5.0,6.0,5.0,4.0,6.0,6.0,6.0,6.0,6.0,5.0,4.0
5041,Jimmy Johns,6,7.0,6.0,6.0,5.0,6.0,6.0,5.0,5.0,6.0,5.0,5.0,5.0,4.0,4.0,4.0,5.0,5.0,6.0,5.0,5.0,6.0,6.0,7.0,5.0,5.0,7.0,5.0,6.0,6.0,6.0,5.0,6.0,6.0,5.0,6.0,6.0,7.0,6.0,5.0,4.0
5047,Firehouse Subs,6,6.0,6.0,6.0,6.0,3.0,5.0,6.0,6.0,5.0,6.0,,5.0,4.0,5.0,5.0,6.0,,6.0,7.0,6.0,6.0,6.0,7.0,6.0,,,,6.0,6.0,6.0,5.0,6.0,3.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
5047,Jimmy Johns,2,4.0,2.0,2.0,5.0,3.0,3.0,4.0,2.0,3.0,5.0,,3.0,3.0,3.0,2.0,,,6.0,6.0,6.0,6.0,4.0,5.0,3.0,,,4.0,6.0,6.0,4.0,3.0,3.0,3.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0
5052,Firehouse Subs,6,5.0,6.0,5.0,5.0,6.0,,,,5.0,5.0,,5.0,6.0,5.0,5.0,,,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,7.0,4.0,6.0,,3.0,3.0,,5.0,5.0,5.0,5.0,5.0,3.0,
5052,Jimmy Johns,4,3.0,4.0,2.0,3.0,3.0,4.0,3.0,2.0,3.0,4.0,,3.0,4.0,4.0,5.0,2.0,,3.0,4.0,2.0,5.0,4.0,2.0,4.0,5.0,5.0,5.0,4.0,5.0,2.0,2.0,2.0,,4.0,2.0,3.0,3.0,,2.0,
5053,Jersey Mikes,7,7.0,7.0,4.0,7.0,6.0,7.0,7.0,7.0,5.0,4.0,7.0,7.0,7.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,6.0,6.0,7.0,7.0,4.0,7.0,7.0,7.0,7.0,4.0,7.0,7.0,5.0,7.0,7.0,6.0,7.0,7.0
5053,Jimmy Johns,6,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
5054,Subway,5,5.0,6.0,4.0,6.0,7.0,6.0,6.0,5.0,7.0,5.0,4.0,6.0,6.0,6.0,7.0,4.0,,6.0,7.0,7.0,7.0,7.0,5.0,6.0,5.0,7.0,,7.0,7.0,6.0,5.0,4.0,6.0,6.0,6.0,7.0,6.0,6.0,5.0,4.0
5054,McDonalds,4,5.0,5.0,4.0,5.0,4.0,5.0,4.0,4.0,3.0,5.0,5.0,4.0,6.0,6.0,5.0,4.0,4.0,5.0,7.0,7.0,6.0,3.0,3.0,6.0,6.0,5.0,,5.0,7.0,5.0,5.0,4.0,5.0,5.0,5.0,6.0,5.0,3.0,5.0,4.0
5055,Chipotle,6,7.0,7.0,6.0,7.0,6.0,6.0,5.0,6.0,6.0,7.0,,5.0,5.0,5.0,5.0,3.0,,6.0,6.0,5.0,6.0,7.0,7.0,7.0,,3.0,,5.0,4.0,4.0,6.0,5.0,5.0,7.0,7.0,7.0,7.0,,5.0,6.0
5055,Jersey Mikes,5,7.0,7.0,6.0,6.0,7.0,6.0,,7.0,7.0,6.0,,5.0,5.0,6.0,5.0,4.0,,6.0,6.0,6.0,6.0,6.0,6.0,5.0,,4.0,,5.0,6.0,5.0,6.0,5.0,5.0,7.0,7.0,7.0,6.0,6.0,5.0,5.0
5059,Jersey Mikes,5,6.0,6.0,5.0,5.0,5.0,5.0,5.0,6.0,6.0,6.0,,5.0,4.0,5.0,5.0,5.0,5.0,5.0,6.0,6.0,5.0,6.0,6.0,6.0,5.0,5.0,,5.0,5.0,5.0,6.0,5.0,5.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0
5059,Panera,4,5.0,5.0,4.0,5.0,6.0,6.0,5.0,5.0,5.0,5.0,6.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,4.0,4.0,4.0,5.0,5.0,4.0,,6.0,6.0,5.0,5.0,5.0,5.0,6.0,6.0,5.0,5.0,6.0,4.0,5.0
5064,Chipotle,6,7.0,7.0,7.0,7.0,5.0,7.0,6.0,6.0,5.0,7.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,6.0,6.0,7.0,6.0,7.0,7.0,6.0,6.0,7.0,7.0,7.0,7.0,7.0,6.0,6.0,6.0,7.0,7.0,7.0,7.0,7.0,6.0,6.0
5064,Jimmy Johns,2,2.0,2.0,2.0,4.0,4.0,5.0,4.0,3.0,3.0,4.0,3.0,3.0,5.0,4.0,3.0,3.0,3.0,4.0,4.0,3.0,5.0,3.0,3.0,3.0,3.0,4.0,5.0,5.0,5.0,3.0,4.0,2.0,3.0,4.0,2.0,3.0,4.0,4.0,3.0,2.0
5075,Firehouse Subs,6,5.0,6.0,6.0,4.0,6.0,5.0,5.0,6.0,6.0,6.0,7.0,6.0,6.0,5.0,6.0,6.0,6.0,,7.0,6.0,6.0,6.0,5.0,7.0,6.0,6.0,5.0,5.0,5.0,6.0,6.0,6.0,6.0,6.0,5.0,6.0,6.0,6.0,6.0,6.0
5075,McDonalds,6,7.0,6.0,5.0,6.0,6.0,5.0,6.0,6.0,6.0,5.0,6.0,6.0,6.0,5.0,6.0,7.0,5.0,6.0,6.0,5.0,6.0,7.0,6.0,5.0,6.0,5.0,6.0,5.0,6.0,5.0,6.0,5.0,4.0,6.0,5.0,6.0,5.0,6.0,6.0,6.0
5088,Firehouse Subs,2,1.0,5.0,2.0,3.0,3.0,3.0,3.0,2.0,5.0,3.0,,1.0,1.0,1.0,1.0,,,,5.0,5.0,,4.0,6.0,,,1.0,,4.0,4.0,2.0,1.0,1.0,1.0,5.0,5.0,5.0,5.0,,3.0,1.0
5088,Panera,5,7.0,7.0,6.0,7.0,3.0,7.0,,5.0,6.0,7.0,,4.0,2.0,3.0,4.0,,,,5.0,6.0,,,7.0,5.0,7.0,7.0,1.0,,7.0,,3.0,,5.0,7.0,5.0,7.0,5.0,7.0,4.0,4.0
5089,Subway,6,7.0,6.0,6.0,7.0,7.0,7.0,7.0,7.0,6.0,7.0,7.0,7.0,7.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
5089,Jimmy Johns,7,7.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,6.0,7.0,7.0,7.0
5093,McDonalds,4,2.0,3.0,3.0,3.0,4.0,3.0,,3.0,3.0,6.0,,6.0,5.0,4.0,5.0,7.0,6.0,4.0,6.0,7.0,4.0,4.0,5.0,4.0,5.0,5.0,7.0,3.0,3.0,4.0,3.0,4.0,3.0,4.0,2.0,3.0,3.0,,,2.0
5093,Panera,6,6.0,6.0,5.0,6.0,6.0,6.0,4.0,4.0,5.0,6.0,5.0,4.0,4.0,5.0,4.0,5.0,6.0,6.0,6.0,4.0,6.0,6.0,5.0,4.0,5.0,5.0,5.0,7.0,6.0,6.0,6.0,6.0,4.0,5.0,6.0,6.0,5.0,6.0,5.0,4.0
5096,Chipotle,5,5.0,6.0,6.0,6.0,5.0,4.0,4.0,5.0,5.0,7.0,4.0,5.0,5.0,5.0,5.0,5.0,,5.0,5.0,6.0,5.0,6.0,6.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0
5096,Jersey Mikes,4,5.0,4.0,4.0,6.0,5.0,5.0,5.0,4.0,5.0,6.0,5.0,4.0,5.0,5.0,5.0,4.0,,5.0,6.0,6.0,6.0,6.0,6.0,4.0,5.0,4.0,6.0,6.0,5.0,6.0,5.0,4.0,4.0,4.0,5.0,6.0,5.0,5.0,5.0,4.0
5097,Firehouse Subs,7,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
5097,Jimmy Johns,7,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
5102,Subway,7,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
5102,Jimmy Johns,6,6.0,6.0,6.0,6.0,7.0,6.0,6.0,7.0,6.0,6.0,6.0,6.0,7.0,6.0,6.0,6.0,6.0,6.0,6.0,7.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,7.0,6.0,6.0,6.0,6.0,6.0,6.0,7.0,7.0,6.0,7.0,6.0,6.0
5103,Subway,6,7.0,7.0,7.0,7.0,7.0,7.0,,,7.0,7.0,5.0,7.0,4.0,6.0,6.0,3.0,5.0,7.0,6.0,7.0,5.0,7.0,7.0,6.0,6.0,7.0,6.0,6.0,6.0,5.0,7.0,5.0,4.0,7.0,7.0,7.0,7.0,7.0,6.0,
5103,Chipotle,7,7.0,7.0,7.0,7.0,7.0,7.0,,6.0,5.0,6.0,4.0,6.0,3.0,5.0,5.0,2.0,,5.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,5.0,,7.0,7.0,6.0,7.0,6.0,5.0,7.0,6.0,7.0,7.0,7.0,5.0,7.0
5110,Firehouse Subs,4,6.0,6.0,5.0,4.0,6.0,6.0,6.0,5.0,6.0,4.0,6.0,4.0,4.0,5.0,5.0,5.0,,5.0,6.0,6.0,5.0,6.0,5.0,6.0,,6.0,,6.0,6.0,6.0,6.0,7.0,6.0,5.0,5.0,6.0,5.0,5.0,5.0,6.0
5110,Jimmy Johns,4,5.0,6.0,4.0,4.0,5.0,5.0,4.0,4.0,5.0,5.0,5.0,4.0,4.0,5.0,4.0,3.0,,4.0,5.0,5.0,4.0,5.0,5.0,4.0,4.0,6.0,,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,6.0,4.0,5.0
5113,McDonalds,4,4.0,4.0,4.0,4.0,5.0,4.0,5.0,4.0,4.0,5.0,5.0,5.0,3.0,6.0,5.0,3.0,3.0,6.0,5.0,4.0,4.0,4.0,6.0,4.0,5.0,4.0,6.0,5.0,5.0,5.0,6.0,5.0,5.0,4.0,3.0,5.0,4.0,5.0,5.0,5.0
5113,Panera,3,5.0,5.0,5.0,5.0,5.0,5.0,,5.0,4.0,6.0,4.0,4.0,5.0,4.0,5.0,5.0,6.0,4.0,5.0,4.0,3.0,6.0,3.0,5.0,5.0,6.0,4.0,,4.0,5.0,5.0,4.0,5.0,5.0,4.0,4.0,5.0,5.0,4.0,6.0
5116,Jersey Mikes,6,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,7.0,6.0,,6.0,5.0,6.0,5.0,6.0,,6.0,6.0,6.0,6.0,7.0,7.0,5.0,7.0,5.0,7.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0
5116,Jimmy Johns,6,7.0,7.0,7.0,7.0,6.0,5.0,,7.0,6.0,7.0,,6.0,5.0,6.0,5.0,6.0,,6.0,6.0,6.0,6.0,6.0,7.0,6.0,6.0,6.0,6.0,7.0,6.0,6.0,6.0,6.0,6.0,7.0,6.0,6.0,7.0,6.0,,6.0
5117,Chipotle,2,1.0,4.0,,,,,3.0,3.0,2.0,5.0,,,,3.0,,,4.0,,5.0,2.0,5.0,,5.0,2.0,,5.0,,3.0,5.0,3.0,,,5.0,4.0,,3.0,,,4.0,
5117,Panera,1,1.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,1.0,5.0,1.0,1.0,1.0,5.0,1.0,,1.0,1.0,,4.0,1.0,1.0,1.0,5.0,4.0,5.0,1.0,5.0,1.0,1.0
5127,Subway,7,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
5127,Firehouse Subs,7,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
5132,Firehouse Subs,6,6.0,6.0,6.0,5.0,6.0,5.0,5.0,6.0,6.0,5.0,5.0,5.0,6.0,5.0,5.0,7.0,6.0,6.0,5.0,5.0,4.0,5.0,5.0,7.0,5.0,5.0,4.0,6.0,7.0,6.0,6.0,5.0,4.0,7.0,5.0,4.0,6.0,7.0,5.0,5.0
5132,Jersey Mikes,6,6.0,6.0,6.0,5.0,5.0,6.0,4.0,5.0,6.0,5.0,5.0,6.0,6.0,7.0,5.0,7.0,4.0,6.0,6.0,6.0,6.0,6.0,5.0,6.0,6.0,5.0,6.0,6.0,7.0,5.0,6.0,6.0,5.0,5.0,6.0,5.0,5.0,6.0,6.0,7.0
5138,Chipotle,3,5.0,7.0,5.0,3.0,4.0,4.0,7.0,4.0,3.0,7.0,7.0,5.0,4.0,4.0,6.0,4.0,6.0,4.0,5.0,3.0,6.0,4.0,2.0,2.0,6.0,4.0,6.0,3.0,5.0,6.0,7.0,7.0,5.0,4.0,7.0,5.0,6.0,5.0,7.0,4.0
5138,Jersey Mikes,4,5.0,7.0,6.0,4.0,6.0,5.0,5.0,7.0,7.0,6.0,7.0,7.0,5.0,6.0,7.0,5.0,5.0,6.0,5.0,6.0,5.0,6.0,7.0,6.0,6.0,6.0,7.0,7.0,4.0,5.0,5.0,6.0,6.0,5.0,5.0,5.0,5.0,7.0,4.0,4.0
5147,Firehouse Subs,3,,,,,,,,,,,,,,,,,,,,,,7.0,,,,,6.0,,,,,,5.0,,,,,,,
5147,McDonalds,5,5.0,4.0,4.0,5.0,4.0,4.0,6.0,5.0,4.0,5.0,3.0,5.0,7.0,5.0,5.0,6.0,4.0,4.0,5.0,4.0,5.0,3.0,7.0,5.0,6.0,6.0,4.0,6.0,6.0,5.0,5.0,2.0,5.0,4.0,5.0,4.0,4.0,5.0,6.0,3.0
5149,Jersey Mikes,3,4.0,3.0,2.0,3.0,3.0,2.0,3.0,3.0,3.0,2.0,4.0,3.0,3.0,3.0,3.0,3.0,5.0,6.0,3.0,5.0,5.0,7.0,3.0,4.0,5.0,4.0,5.0,5.0,6.0,4.0,3.0,3.0,5.0,2.0,4.0,5.0,3.0,4.0,4.0,4.0
5149,Panera,7,6.0,6.0,5.0,5.0,4.0,5.0,6.0,5.0,5.0,4.0,6.0,4.0,5.0,5.0,7.0,5.0,5.0,5.0,5.0,6.0,6.0,5.0,4.0,5.0,5.0,5.0,6.0,6.0,6.0,5.0,5.0,6.0,5.0,5.0,6.0,6.0,5.0,6.0,6.0,5.0
5153,Chipotle,6,5.0,6.0,6.0,5.0,4.0,4.0,4.0,6.0,5.0,6.0,4.0,6.0,5.0,4.0,6.0,2.0,3.0,5.0,4.0,4.0,5.0,6.0,7.0,6.0,3.0,3.0,5.0,6.0,6.0,5.0,5.0,5.0,5.0,6.0,6.0,5.0,6.0,2.0,5.0,6.0
5153,Panera,6,6.0,6.0,4.0,6.0,6.0,7.0,4.0,4.0,6.0,5.0,4.0,5.0,5.0,4.0,5.0,2.0,2.0,4.0,2.0,6.0,4.0,5.0,6.0,6.0,4.0,3.0,4.0,6.0,6.0,5.0,4.0,4.0,6.0,5.0,6.0,5.0,5.0,6.0,3.0,6.0
5157,Jersey Mikes,4,4.0,5.0,3.0,5.0,3.0,3.0,4.0,5.0,4.0,3.0,4.0,3.0,4.0,5.0,3.0,5.0,4.0,3.0,4.0,5.0,3.0,4.0,5.0,4.0,4.0,4.0,3.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0
5157,Jimmy Johns,5,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,5.0,4.0,5.0,5.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,5.0,5.0,4.0,5.0,4.0,4.0,5.0,5.0,4.0,4.0,5.0,5.0,5.0,4.0,4.0,4.0,5.0,5.0
5164,Firehouse Subs,7,7.0,7.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,5.0,7.0,5.0,,,7.0,7.0,7.0,7.0,7.0,7.0,,7.0,7.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
5164,McDonalds,7,7.0,7.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
5173,Jersey Mikes,5,6.0,6.0,7.0,7.0,6.0,7.0,6.0,6.0,7.0,7.0,5.0,7.0,6.0,7.0,5.0,7.0,5.0,7.0,7.0,5.0,6.0,6.0,5.0,6.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0,6.0,6.0,5.0,4.0,5.0,6.0,6.0,6.0
5173,Panera,5,6.0,6.0,7.0,6.0,7.0,6.0,6.0,6.0,6.0,5.0,5.0,7.0,6.0,7.0,6.0,6.0,6.0,6.0,7.0,6.0,6.0,6.0,5.0,6.0,6.0,6.0,5.0,5.0,6.0,7.0,6.0,5.0,6.0,7.0,6.0,7.0,6.0,7.0,7.0,7.0
5174,Firehouse Subs,6,6.0,7.0,5.0,6.0,,6.0,6.0,3.0,7.0,6.0,6.0,6.0,7.0,6.0,6.0,6.0,5.0,6.0,6.0,6.0,5.0,6.0,7.0,6.0,6.0,7.0,7.0,5.0,6.0,5.0,6.0,6.0,6.0,6.0,7.0,6.0,6.0,6.0,6.0,6.0
5174,McDonalds,6,5.0,6.0,6.0,5.0,7.0,6.0,5.0,4.0,7.0,3.0,6.0,7.0,4.0,5.0,6.0,6.0,6.0,7.0,5.0,6.0,7.0,4.0,6.0,6.0,6.0,7.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,7.0,6.0,5.0,7.0,6.0,6.0
5178,Chipotle,5,5.0,5.0,3.0,4.0,5.0,4.0,,,4.0,3.0,,3.0,2.0,4.0,3.0,3.0,,4.0,6.0,5.0,4.0,6.0,5.0,5.0,,3.0,,,4.0,,3.0,4.0,4.0,3.0,3.0,4.0,3.0,,3.0,
5178,Panera,4,5.0,5.0,,4.0,5.0,4.0,,3.0,6.0,5.0,,2.0,3.0,2.0,3.0,3.0,,4.0,6.0,4.0,4.0,6.0,5.0,6.0,,4.0,,,4.0,4.0,5.0,2.0,5.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0
5188,Subway,6,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
5188,McDonalds,7,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
5194,Jersey Mikes,6,6.0,7.0,7.0,6.0,6.0,6.0,6.0,5.0,7.0,6.0,6.0,6.0,7.0,6.0,6.0,6.0,7.0,6.0,6.0,7.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,6.0,6.0,6.0,5.0,7.0,6.0,6.0,6.0,6.0,7.0,7.0,6.0,7.0
5194,Panera,6,7.0,6.0,6.0,6.0,7.0,7.0,7.0,6.0,6.0,7.0,6.0,6.0,6.0,6.0,7.0,6.0,7.0,7.0,6.0,6.0,6.0,7.0,7.0,7.0,7.0,7.0,6.0,6.0,6.0,7.0,6.0,6.0,7.0,6.0,5.0,7.0,6.0,7.0,6.0,7.0
5198,Subway,3,3.0,4.0,3.0,1.0,4.0,4.0,4.0,3.0,4.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,5.0,4.0,5.0,6.0,2.0,4.0,4.0,5.0,5.0,4.0,4.0,4.0,5.0,3.0,4.0,3.0,3.0,3.0,4.0,3.0,4.0
5198,Chipotle,5,5.0,6.0,4.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,3.0,4.0,4.0,5.0,5.0,5.0,6.0,6.0,5.0,6.0,6.0,5.0,4.0,5.0,5.0,6.0,6.0,5.0,5.0,5.0,5.0,6.0,5.0,5.0,5.0,,4.0,6.0
5229,Subway,5,7.0,7.0,6.0,5.0,5.0,7.0,5.0,6.0,6.0,5.0,5.0,5.0,6.0,5.0,6.0,6.0,6.0,7.0,6.0,6.0,5.0,6.0,6.0,4.0,7.0,,5.0,6.0,4.0,6.0,6.0,5.0,6.0,6.0,5.0,5.0,5.0,6.0,6.0,7.0
5229,Firehouse Subs,4,5.0,4.0,5.0,6.0,6.0,5.0,5.0,7.0,7.0,5.0,4.0,6.0,6.0,6.0,6.0,5.0,5.0,6.0,3.0,3.0,4.0,6.0,4.0,5.0,4.0,6.0,5.0,5.0,5.0,6.0,5.0,5.0,3.0,5.0,6.0,6.0,7.0,5.0,5.0,5.0
5235,McDonalds,5,5.0,6.0,5.0,5.0,4.0,3.0,4.0,4.0,2.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,,4.0,5.0,3.0,4.0,3.0,6.0,5.0,5.0,7.0,3.0,4.0,4.0,4.0,6.0,5.0,4.0,3.0,3.0,4.0,3.0,3.0,3.0,2.0
5235,Panera,5,6.0,6.0,6.0,4.0,5.0,5.0,4.0,5.0,4.0,5.0,5.0,5.0,4.0,5.0,5.0,4.0,3.0,4.0,5.0,6.0,5.0,5.0,5.0,5.0,5.0,4.0,,5.0,6.0,5.0,5.0,7.0,5.0,5.0,6.0,6.0,4.0,6.0,,5.0
5257,Chipotle,3,4.0,3.0,2.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,4.0,3.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,3.0,4.0,4.0,3.0,3.0
5257,Panera,4,5.0,4.0,2.0,4.0,5.0,4.0,4.0,4.0,5.0,5.0,4.0,3.0,2.0,3.0,3.0,3.0,3.0,4.0,5.0,5.0,4.0,4.0,5.0,5.0,4.0,4.0,5.0,4.0,5.0,4.0,3.0,5.0,3.0,5.0,5.0,5.0,5.0,5.0,4.0,3.0
5265,Subway,2,4.0,4.0,4.0,4.0,6.0,5.0,6.0,5.0,6.0,5.0,3.0,6.0,2.0,4.0,3.0,2.0,1.0,5.0,6.0,6.0,3.0,5.0,5.0,5.0,1.0,3.0,2.0,4.0,4.0,3.0,2.0,4.0,1.0,5.0,5.0,4.0,5.0,5.0,2.0,3.0
5265,McDonalds,4,4.0,4.0,3.0,2.0,2.0,3.0,3.0,2.0,2.0,3.0,3.0,2.0,1.0,2.0,2.0,3.0,3.0,2.0,5.0,5.0,2.0,2.0,5.0,5.0,3.0,2.0,5.0,3.0,3.0,2.0,4.0,2.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0
5269,Subway,6,6.0,6.0,6.0,6.0,6.0,6.0,6.0,4.0,6.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,7.0,5.0,5.0,6.0,4.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
